"send_country","post_city","post_country","post_type","post_title"
"Slovenia","Brussels","Belgium","Embassy / High Commission","Embassy"
"Slovenia","Sarajevo","Bosnia and Herzegovina","Embassy / High Commission","Embassy"
"Slovenia","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Slovenia","Sofia","Bulgaria","Embassy / High Commission","Embassy"
"Slovenia","Ottawa","Canada","Embassy / High Commission","Embassy"
"Slovenia","Beijing","China","Embassy / High Commission","Embassy"
"Slovenia","Zagreb","Croatia","Embassy / High Commission","Embassy"
"Slovenia","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Slovenia","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Slovenia","Cairo","Egypt","Embassy / High Commission","Embassy"
"Slovenia","Paris","France","Embassy / High Commission","Embassy"
"Slovenia","Berlin","Germany","Embassy / High Commission","Embassy"
"Slovenia","Munich","Germany","Embassy / High Commission","Embassy"
"Slovenia","Athens","Greece","Embassy / High Commission","Embassy"
"Slovenia","Budapest","Hungary","Embassy / High Commission","Embassy"
"Slovenia","New Delhi","India","Embassy / High Commission","Embassy"
"Slovenia","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Slovenia","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Slovenia","Rome","Italy","Embassy / High Commission","Embassy"
"Slovenia","Tokyo","Japan","Embassy / High Commission","Embassy"
"Slovenia","Pristina","Kosovo*","Embassy / High Commission","Embassy"
"Slovenia","Podgorica","Montenegro","Embassy / High Commission","Embassy"
"Slovenia","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Slovenia","Skopje","Macedonia the former Yugoslav Republic of","Embassy / High Commission","Embassy"
"Slovenia","Warsaw","Poland","Embassy / High Commission","Embassy"
"Slovenia","Bucharest","Romania","Embassy / High Commission","Embassy"
"Slovenia","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Slovenia","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Slovenia","Bratislava","Slovak Republic","Embassy / High Commission","Embassy"
"Slovenia","Madrid","Spain","Embassy / High Commission","Embassy"
"Slovenia","Bern","Switzerland","Embassy / High Commission","Embassy"
"Slovenia","Ankara","Turkey","Embassy / High Commission","Embassy"
"Slovenia","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Slovenia","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Slovenia","London","United Kingdom","Embassy / High Commission","Embassy"
"Slovenia","Washington DC","United States","Embassy / High Commission","Embassy"
"Slovenia","Holy See","Vatican City State","Embassy / High Commission","Embassy"
"Slovenia","Klagenfurt","Austria","Consulate / Consulate-General","Consulate-General"
"Slovenia","Shanghai","China","Consulate / Consulate-General","Consulate"
"Slovenia","Szentgotthard","Hungary","Consulate / Consulate-General","Consulate-General"
"Slovenia","Trieste","Italy","Consulate / Consulate-General","Consulate-General"
"Slovenia","Cleveland","United States","Consulate / Consulate-General","Consulate-General"
"Slovenia","Vienna","Austria","Permanent Mission","Mission to OSCE"
"Slovenia","Brussels","Belgium","Permanent Mission","Mission to EU"
"Slovenia","Brussels","Belgium","Permanent Mission","Mission to NATO"
"Slovenia","Paris","France","Permanent Mission","Mission to OECD"
"Slovenia","Strasbourg","France","Permanent Mission","Mission to CoE"
"Slovenia","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Slovenia","New York","United States","Permanent Mission","Mission to UN"
"Slovenia","Ramallah","Palestine*","Other","Representative Office"
"South Africa","Algiers","Algeria","Embassy / High Commission","Embassy"
"South Africa","Luanda","Angola","Embassy / High Commission","Embassy"
"South Africa","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"South Africa","Canberra","Australia","Embassy / High Commission","High Commission"
"South Africa","Vienna","Austria","Embassy / High Commission","Embassy & Mission to UN/Int'l Orgs"
"South Africa","Brussels","Belgium","Embassy / High Commission","Embassy & Mission to EU"
"South Africa","Cotonou","Benin","Embassy / High Commission","Embassy"
"South Africa","Gaborone","Botswana","Embassy / High Commission","High Commission"
"South Africa","Brasilia","Brazil","Embassy / High Commission","Embassy"
"South Africa","Sofia","Bulgaria","Embassy / High Commission","Embassy"
"South Africa","Ouagadougou","Burkina Faso","Embassy / High Commission","Embassy"
"South Africa","Bujumbura","Burundi","Embassy / High Commission","Embassy"
"South Africa","Yaounde","Cameroon","Embassy / High Commission","High Commission"
"South Africa","Ottawa","Canada","Embassy / High Commission","High Commission"
"South Africa","Bangui","Central African Republic","Embassy / High Commission","Embassy"
"South Africa","N'Djamena","Chad","Embassy / High Commission","Embassy"
"South Africa","Santiago","Chile","Embassy / High Commission","Embassy"
"South Africa","Beijing","China","Embassy / High Commission","Embassy"
"South Africa","Moroni","Comoros","Embassy / High Commission","Embassy"
"South Africa","Brazzaville","Congo","Embassy / High Commission","Embassy"
"South Africa","Abidjan","Cote d'Ivoire","Embassy / High Commission","Embassy"
"South Africa","Havana","Cuba","Embassy / High Commission","Embassy"
"South Africa","Prague","Czech Republic","Embassy / High Commission","Embassy"
"South Africa","Kinshasa","Democratic Republic of The Congo","Embassy / High Commission","Embassy"
"South Africa","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"South Africa","Cairo","Egypt","Embassy / High Commission","Embassy"
"South Africa","Malabo","Equatorial Guinea","Embassy / High Commission","Embassy"
"South Africa","Asmara","Eritrea","Embassy / High Commission","Embassy"
"South Africa","Mbabane","Swaziland","Embassy / High Commission","High Commission"
"South Africa","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"South Africa","Suva","Fiji","Embassy / High Commission","High Commission"
"South Africa","Helsinki","Finland","Embassy / High Commission","Embassy"
"South Africa","Paris","France","Embassy / High Commission","Embassy"
"South Africa","Libreville","Gabon","Embassy / High Commission","Embassy"
"South Africa","Berlin","Germany","Embassy / High Commission","Embassy"
"South Africa","Accra","Ghana","Embassy / High Commission","High Commission"
"South Africa","Athens","Greece","Embassy / High Commission","Embassy"
"South Africa","Conakry","Guinea","Embassy / High Commission","Embassy"
"South Africa","Bissau","Guinea-Bissau","Embassy / High Commission","Embassy"
"South Africa","Budapest","Hungary","Embassy / High Commission","Embassy"
"South Africa","New Delhi","India","Embassy / High Commission","High Commission"
"South Africa","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"South Africa","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"South Africa","Dublin","Ireland","Embassy / High Commission","Embassy"
"South Africa","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"South Africa","Rome","Italy","Embassy / High Commission","Embassy"
"South Africa","Kingston","Jamaica","Embassy / High Commission","High Commission"
"South Africa","Tokyo","Japan","Embassy / High Commission","Embassy"
"South Africa","Amman","Jordan","Embassy / High Commission","Embassy"
"South Africa","Nur-Sultan","Kazakhstan","Embassy / High Commission","Embassy"
"South Africa","Nairobi","Kenya","Embassy / High Commission","High Commission"
"South Africa","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"South Africa","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"South Africa","Maseru","Lesotho","Embassy / High Commission","High Commission"
"South Africa","Monrovia","Liberia","Embassy / High Commission","Embassy"
"South Africa","Antananarivo","Madagascar","Embassy / High Commission","Embassy"
"South Africa","Lilongwe","Malawi","Embassy / High Commission","High Commission"
"South Africa","Kuala Lumpur","Malaysia","Embassy / High Commission","High Commission"
"South Africa","Bamako","Mali","Embassy / High Commission","Embassy"
"South Africa","Nouakchott","Mauritania","Embassy / High Commission","Embassy"
"South Africa","Port Louis","Mauritius","Embassy / High Commission","High Commission"
"South Africa","Mexico City","Mexico","Embassy / High Commission","Embassy"
"South Africa","Rabat","Morocco","Embassy / High Commission","Embassy"
"South Africa","Maputo","Mozambique","Embassy / High Commission","High Commission"
"South Africa","Windhoek","Namibia","Embassy / High Commission","High Commission"
"South Africa","The Hague","Netherlands","Embassy / High Commission","Embassy"
"South Africa","Wellington","New Zealand","Embassy / High Commission","High Commission"
"South Africa","Niamey","Niger","Embassy / High Commission","Embassy"
"South Africa","Abuja","Nigeria","Embassy / High Commission","High Commission"
"South Africa","Oslo","Norway","Embassy / High Commission","Embassy"
"South Africa","Muscat","Oman","Embassy / High Commission","Embassy"
"South Africa","Islamabad","Pakistan","Embassy / High Commission","High Commission"
"South Africa","Lima","Peru","Embassy / High Commission","Embassy"
"South Africa","Manila","Philippines","Embassy / High Commission","Embassy"
"South Africa","Warsaw","Poland","Embassy / High Commission","Embassy"
"South Africa","Lisbon","Portugal","Embassy / High Commission","Embassy"
"South Africa","Doha","Qatar","Embassy / High Commission","Embassy"
"South Africa","Bucharest","Romania","Embassy / High Commission","Embassy"
"South Africa","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"South Africa","Kigali","Rwanda","Embassy / High Commission","High Commission"
"South Africa","Sao Tome","Sao Tome and Principe","Embassy / High Commission","Embassy"
"South Africa","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"South Africa","Dakar","Senegal","Embassy / High Commission","Embassy"
"South Africa","Singapore","Singapore","Embassy / High Commission","High Commission"
"South Africa","Juba","South Sudan","Embassy / High Commission","Embassy"
"South Africa","Madrid","Spain","Embassy / High Commission","Embassy"
"South Africa","Colombo","Sri Lanka","Embassy / High Commission","High Commission"
"South Africa","Khartoum","Sudan","Embassy / High Commission","Embassy"
"South Africa","Stockholm","Sweden","Embassy / High Commission","Embassy"
"South Africa","Bern","Switzerland","Embassy / High Commission","Embassy"
"South Africa","Damascus","Syrian Arab Republic","Embassy / High Commission","Embassy"
"South Africa","Dar Es Salaam","Tanzania United Republic of","Embassy / High Commission","High Commission"
"South Africa","Bangkok","Thailand","Embassy / High Commission","Embassy"
"South Africa","Port of Spain","Trinidad and Tobago","Embassy / High Commission","High Commission"
"South Africa","Tunis","Tunisia","Embassy / High Commission","Embassy"
"South Africa","Ankara","Turkey","Embassy / High Commission","Embassy"
"South Africa","Kampala","Uganda","Embassy / High Commission","High Commission"
"South Africa","Kiev","Ukraine","Embassy / High Commission","Embassy"
"South Africa","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"South Africa","London","United Kingdom","Embassy / High Commission","High Commission"
"South Africa","Washington DC","United States","Embassy / High Commission","Embassy"
"South Africa","Holy See","Vatican City State","Embassy / High Commission","Embassy"
"South Africa","Caracas","Venezuela Bolivarian Republic of","Embassy / High Commission","Embassy"
"South Africa","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"South Africa","Lusaka","Zambia","Embassy / High Commission","High Commission"
"South Africa","Harare","Zimbabwe","Embassy / High Commission","Embassy"
"South Africa","Sao Paolo","Brazil","Consulate / Consulate-General","Consulate-General"
"South Africa","Toronto","Canada","Consulate / Consulate-General","Consulate-General"
"South Africa","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"South Africa","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"South Africa","Lubumbashi","Democratic Republic of The Congo","Consulate / Consulate-General","Consulate-General"
"South Africa","Munich","Germany","Consulate / Consulate-General","Consulate-General"
"South Africa","Mumbai","India","Consulate / Consulate-General","Consulate-General"
"South Africa","Milan","Italy","Consulate / Consulate-General","Consulate-General"
"South Africa","Lagos","Nigeria","Consulate / Consulate-General","Consulate-General"
"South Africa","Jeddah","Saudi Arabia","Consulate / Consulate-General","Consulate-General"
"South Africa","Dubai","United Arab Emirates","Consulate / Consulate-General","Consulate-General"
"South Africa","Chicago","United States","Consulate / Consulate-General","Consulate-General"
"South Africa","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"South Africa","New York","United States","Consulate / Consulate-General","Consulate-General"
"South Africa","Geneva","Switzerland","Permanent Mission","Mission to UN/Int'l Orgs"
"South Africa","New York","United States","Permanent Mission","Mission to UN"
"South Africa","Ramallah","Palestine*","Other","Representative Office"
"South Africa","Taipei","Taiwan*","Other","Liaison Office"
"Spain","Kabul","Afghanistan","Embassy / High Commission","Embassy"
"Spain","Tirana","Albania","Embassy / High Commission","Embassy"
"Spain","Algiers","Algeria","Embassy / High Commission","Embassy"
"Spain","Andorre-la-Vieille","Andorra","Embassy / High Commission","Embassy"
"Spain","Luanda","Angola","Embassy / High Commission","Embassy"
"Spain","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"Spain","Canberra","Australia","Embassy / High Commission","Embassy"
"Spain","Vienna","Austria","Embassy / High Commission","Embassy"
"Spain","Dhaka","Bangladesh","Embassy / High Commission","Embassy"
"Spain","Brussels","Belgium","Embassy / High Commission","Embassy"
"Spain","La Paz","Bolivia Plurinational State of","Embassy / High Commission","Embassy"
"Spain","Sarajevo","Bosnia and Herzegovina","Embassy / High Commission","Embassy"
"Spain","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Spain","Sofia","Bulgaria","Embassy / High Commission","Embassy"
"Spain","Yaounde","Cameroon","Embassy / High Commission","Embassy"
"Spain","Ottawa","Canada","Embassy / High Commission","Embassy"
"Spain","Praia","Cape Verde","Embassy / High Commission","Embassy"
"Spain","Santiago","Chile","Embassy / High Commission","Embassy"
"Spain","Beijing","China","Embassy / High Commission","Embassy"
"Spain","Bogota","Colombia","Embassy / High Commission","Embassy"
"Spain","San Jose","Costa Rica","Embassy / High Commission","Embassy"
"Spain","Abidjan","Cote d'Ivoire","Embassy / High Commission","Embassy"
"Spain","Zagreb","Croatia","Embassy / High Commission","Embassy"
"Spain","Havana","Cuba","Embassy / High Commission","Embassy"
"Spain","Nicosia","Cyprus","Embassy / High Commission","Embassy"
"Spain","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Spain","Kinshasa","Democratic Republic of The Congo","Embassy / High Commission","Embassy"
"Spain","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Spain","Santo Domingo","Dominican Republic","Embassy / High Commission","Embassy"
"Spain","Quito","Ecuador","Embassy / High Commission","Embassy"
"Spain","Cairo","Egypt","Embassy / High Commission","Embassy"
"Spain","San Salvador","El Salvador","Embassy / High Commission","Embassy"
"Spain","Malabo","Equatorial Guinea","Embassy / High Commission","Embassy"
"Spain","Talinn","Estonia","Embassy / High Commission","Embassy"
"Spain","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Spain","Helsinki","Finland","Embassy / High Commission","Embassy"
"Spain","Paris","France","Embassy / High Commission","Embassy"
"Spain","Libreville","Gabon","Embassy / High Commission","Embassy"
"Spain","Berlin","Germany","Embassy / High Commission","Embassy"
"Spain","Accra","Ghana","Embassy / High Commission","Embassy"
"Spain","Athens","Greece","Embassy / High Commission","Embassy"
"Spain","Guatemala City","Guatemala","Embassy / High Commission","Embassy"
"Spain","Conakry","Guinea","Embassy / High Commission","Embassy"
"Spain","Bissau","Guinea-Bissau","Embassy / High Commission","Embassy"
"Spain","Port-au-Prince","Haiti","Embassy / High Commission","Embassy"
"Spain","Tegucigalpa","Honduras","Embassy / High Commission","Embassy"
"Spain","Budapest","Hungary","Embassy / High Commission","Embassy"
"Spain","New Delhi","India","Embassy / High Commission","Embassy"
"Spain","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Spain","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Spain","Baghdad","Iraq","Embassy / High Commission","Embassy"
"Spain","Dublin","Ireland","Embassy / High Commission","Embassy"
"Spain","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Spain","Rome","Italy","Embassy / High Commission","Embassy"
"Spain","Kingston","Jamaica","Embassy / High Commission","Embassy"
"Spain","Tokyo","Japan","Embassy / High Commission","Embassy"
"Spain","Amman","Jordan","Embassy / High Commission","Embassy"
"Spain","Nur-Sultan","Kazakhstan","Embassy / High Commission","Embassy"
"Spain","Nairobi","Kenya","Embassy / High Commission","Embassy"
"Spain","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Spain","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"Spain","Riga","Latvia","Embassy / High Commission","Embassy"
"Spain","Beirut","Lebanon","Embassy / High Commission","Embassy"
"Spain","Vilnius","Lithuania","Embassy / High Commission","Embassy"
"Spain","Luxembourg","Luxembourg","Embassy / High Commission","Embassy"
"Spain","Kuala Lumpur","Malaysia","Embassy / High Commission","Embassy"
"Spain","Bamako","Mali","Embassy / High Commission","Embassy"
"Spain","Valletta","Malta","Embassy / High Commission","Embassy"
"Spain","Nouakchott","Mauritania","Embassy / High Commission","Embassy"
"Spain","Mexico City","Mexico","Embassy / High Commission","Embassy"
"Spain","Rabat","Morocco","Embassy / High Commission","Embassy"
"Spain","Maputo","Mozambique","Embassy / High Commission","Embassy"
"Spain","Windhoek","Namibia","Embassy / High Commission","Embassy"
"Spain","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Spain","Wellington","New Zealand","Embassy / High Commission","Embassy"
"Spain","Managua","Nicaragua","Embassy / High Commission","Embassy"
"Spain","Niamey","Niger","Embassy / High Commission","Embassy"
"Spain","Abuja","Nigeria","Embassy / High Commission","Embassy"
"Spain","Skopje","Macedonia the former Yugoslav Republic of","Embassy / High Commission","Embassy"
"Spain","Oslo","Norway","Embassy / High Commission","Embassy"
"Spain","Muscat","Oman","Embassy / High Commission","Embassy"
"Spain","Islamabad","Pakistan","Embassy / High Commission","Embassy"
"Spain","Panama City","Panama","Embassy / High Commission","Embassy"
"Spain","Asuncion","Paraguay","Embassy / High Commission","Embassy"
"Spain","Lima","Peru","Embassy / High Commission","Embassy"
"Spain","Manila","Philippines","Embassy / High Commission","Embassy"
"Spain","Warsaw","Poland","Embassy / High Commission","Embassy"
"Spain","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Spain","Doha","Qatar","Embassy / High Commission","Embassy"
"Spain","Bucharest","Romania","Embassy / High Commission","Embassy"
"Spain","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Spain","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"Spain","Dakar","Senegal","Embassy / High Commission","Embassy"
"Spain","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Spain","Singapore","Singapore","Embassy / High Commission","Embassy"
"Spain","Bratislava","Slovak Republic","Embassy / High Commission","Embassy"
"Spain","Ljubljana","Slovenia","Embassy / High Commission","Embassy"
"Spain","Pretoria","South Africa","Embassy / High Commission","Embassy"
"Spain","Khartoum","Sudan","Embassy / High Commission","Embassy"
"Spain","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Spain","Bern","Switzerland","Embassy / High Commission","Embassy"
"Spain","Dar Es Salaam","Tanzania United Republic of","Embassy / High Commission","Embassy"
"Spain","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Spain","Port of Spain","Trinidad and Tobago","Embassy / High Commission","Embassy"
"Spain","Tunis","Tunisia","Embassy / High Commission","Embassy"
"Spain","Ankara","Turkey","Embassy / High Commission","Embassy"
"Spain","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Spain","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Spain","London","United Kingdom","Embassy / High Commission","Embassy"
"Spain","Washington DC","United States","Embassy / High Commission","Embassy"
"Spain","Montevideo","Uruguay","Embassy / High Commission","Embassy"
"Spain","Holy See","Vatican City State","Embassy / High Commission","Embassy"
"Spain","Caracas","Venezuela Bolivarian Republic of","Embassy / High Commission","Embassy"
"Spain","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Spain","Harare","Zimbabwe","Embassy / High Commission","Embassy"
"Spain","Algiers","Algeria","Consulate / Consulate-General","Consulate-General"
"Spain","Oran","Algeria","Consulate / Consulate-General","Consulate"
"Spain","Andorre-la-Vieille","Andorra","Consulate / Consulate-General","Consulate-General"
"Spain","Bahia Blanca","Argentina","Consulate / Consulate-General","Consulate-General"
"Spain","Buenos Aires","Argentina","Consulate / Consulate-General","Consulate-General"
"Spain","Cordoba","Argentina","Consulate / Consulate-General","Consulate"
"Spain","Mendoza","Argentina","Consulate / Consulate-General","Consulate-General"
"Spain","Rosario","Argentina","Consulate / Consulate-General","Consulate-General"
"Spain","Melbourne","Australia","Consulate / Consulate-General","Consulate-General"
"Spain","Sydney","Australia","Consulate / Consulate-General","Consulate-General"
"Spain","Brussels","Belgium","Consulate / Consulate-General","Consulate-General"
"Spain","Santa Cruz","Bolivia Plurinational State of","Consulate / Consulate-General","Consulate-General"
"Spain","Porto Alegre","Brazil","Consulate / Consulate-General","Consulate-General"
"Spain","Rio de Janeiro","Brazil","Consulate / Consulate-General","Consulate-General"
"Spain","Salvador","Brazil","Consulate / Consulate-General","Consulate-General"
"Spain","Sao Paolo","Brazil","Consulate / Consulate-General","Consulate-General"
"Spain","Montreal","Canada","Consulate / Consulate-General","Consulate-General"
"Spain","Toronto","Canada","Consulate / Consulate-General","Consulate-General"
"Spain","Santiago","Chile","Consulate / Consulate-General","Consulate-General"
"Spain","Beijing","China","Consulate / Consulate-General","Consulate-General"
"Spain","Guangzhou","China","Consulate / Consulate-General","Consulate-General"
"Spain","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Spain","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Spain","Bogota","Colombia","Consulate / Consulate-General","Consulate-General"
"Spain","Cartagena","Colombia","Consulate / Consulate-General","Consulate-General"
"Spain","Havana","Cuba","Consulate / Consulate-General","Consulate-General"
"Spain","Santo Domingo","Dominican Republic","Consulate / Consulate-General","Consulate-General"
"Spain","Guayaquil","Ecuador","Consulate / Consulate-General","Consulate-General"
"Spain","Quito","Ecuador","Consulate / Consulate-General","Consulate-General"
"Spain","Alexandria","Egypt","Consulate / Consulate-General","Consulate-General"
"Spain","Bata","Equatorial Guinea","Consulate / Consulate-General","Consulate-General"
"Spain","Bayonne","France","Consulate / Consulate-General","Consulate-General"
"Spain","Bordeaux","France","Consulate / Consulate-General","Consulate-General"
"Spain","Lyon","France","Consulate / Consulate-General","Consulate-General"
"Spain","Marseille","France","Consulate / Consulate-General","Consulate-General"
"Spain","Montpellier","France","Consulate / Consulate-General","Consulate-General"
"Spain","Paris","France","Consulate / Consulate-General","Consulate-General"
"Spain","Pau","France","Consulate / Consulate-General","Consulate-General"
"Spain","Perpignan","France","Consulate / Consulate-General","Consulate-General"
"Spain","Strasbourg","France","Consulate / Consulate-General","Consulate-General"
"Spain","Toulouse","France","Consulate / Consulate-General","Consulate-General"
"Spain","Dusseldorf","Germany","Consulate / Consulate-General","Consulate-General"
"Spain","Frankfurt","Germany","Consulate / Consulate-General","Consulate-General"
"Spain","Hamburg","Germany","Consulate / Consulate-General","Consulate-General"
"Spain","Munich","Germany","Consulate / Consulate-General","Consulate-General"
"Spain","Stuttgart","Germany","Consulate / Consulate-General","Consulate-General"
"Spain","Mumbai","India","Consulate / Consulate-General","Consulate-General"
"Spain","Genoa","Italy","Consulate / Consulate-General","Consulate"
"Spain","Milan","Italy","Consulate / Consulate-General","Consulate-General"
"Spain","Nantes","France","Consulate / Consulate-General","Consulate-General"
"Spain","Rome","Italy","Consulate / Consulate-General","Consulate-General"
"Spain","Jerusalem","Jerusalem*","Consulate / Consulate-General","Consulate-General"
"Spain","Guadalajara","Mexico","Consulate / Consulate-General","Consulate-General"
"Spain","Mexico City","Mexico","Consulate / Consulate-General","Consulate-General"
"Spain","Monterrey","Mexico","Consulate / Consulate-General","Consulate-General"
"Spain","Agadir","Morocco","Consulate / Consulate-General","Consulate-General"
"Spain","Casablanca","Morocco","Consulate / Consulate-General","Consulate-General"
"Spain","Larache","Morocco","Consulate / Consulate-General","Consulate"
"Spain","Nador","Morocco","Consulate / Consulate-General","Consulate-General"
"Spain","Rabat","Morocco","Consulate / Consulate-General","Consulate-General"
"Spain","Tangiers","Morocco","Consulate / Consulate-General","Consulate-General"
"Spain","Tetouan","Morocco","Consulate / Consulate-General","Consulate-General"
"Spain","Amsterdam","Netherlands","Consulate / Consulate-General","Consulate-General"
"Spain","Lagos","Nigeria","Consulate / Consulate-General","Consulate-General"
"Spain","Lima","Peru","Consulate / Consulate-General","Consulate-General"
"Spain","Manila","Philippines","Consulate / Consulate-General","Consulate-General"
"Spain","Lisbon","Portugal","Consulate / Consulate-General","Consulate-General"
"Spain","Porto","Portugal","Consulate / Consulate-General","Consulate-General"
"Spain","San Juan","Puerto Rico (US territory)","Consulate / Consulate-General","Consulate-General"
"Spain","Moscow","Russian Federation","Consulate / Consulate-General","Consulate-General"
"Spain","St. Petersburg","Russian Federation","Consulate / Consulate-General","Consulate-General"
"Spain","Dakar","Senegal","Consulate / Consulate-General","Consulate-General"
"Spain","Cape Town","South Africa","Consulate / Consulate-General","Consulate-General"
"Spain","Bern","Switzerland","Consulate / Consulate-General","Consulate-General"
"Spain","Geneva","Switzerland","Consulate / Consulate-General","Consulate-General"
"Spain","Zurich","Switzerland","Consulate / Consulate-General","Consulate-General"
"Spain","Istanbul","Turkey","Consulate / Consulate-General","Consulate-General"
"Spain","Edinburgh","United Kingdom","Consulate / Consulate-General","Consulate-General"
"Spain","London","United Kingdom","Consulate / Consulate-General","Consulate-General"
"Spain","Boston","United States","Consulate / Consulate-General","Consulate-General"
"Spain","Chicago","United States","Consulate / Consulate-General","Consulate-General"
"Spain","Houston","United States","Consulate / Consulate-General","Consulate-General"
"Spain","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"Spain","Miami","United States","Consulate / Consulate-General","Consulate-General"
"Spain","New York","United States","Consulate / Consulate-General","Consulate-General"
"Spain","San Francisco","United States","Consulate / Consulate-General","Consulate-General"
"Spain","Washington DC","United States","Consulate / Consulate-General","Consulate-General"
"Spain","Montevideo","Uruguay","Consulate / Consulate-General","Consulate-General"
"Spain","Caracas","Venezuela Bolivarian Republic of","Consulate / Consulate-General","Consulate-General"
"Spain","Vienna","Austria","Permanent Mission","Mission to OSCE"
"Spain","Vienna","Austria","Permanent Mission","Mission to UN"
"Spain","Brussels","Belgium","Permanent Mission","Mission to EU"
"Spain","Brussels","Belgium","Permanent Mission","Mission to NATO"
"Spain","Paris","France","Permanent Mission","Mission to OECD"
"Spain","Paris","France","Permanent Mission","Mission to UNESCO"
"Spain","Strasbourg","France","Permanent Mission","Mission to CoE"
"Spain","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Spain","New York","United States","Permanent Mission","Mission to UN"
"Spain","Washington DC","United States","Permanent Mission","Mission to OAS"
"Spain","Taipei","Taiwan*","Other","Representative Office"
"Sri Lanka","Kabul","Afghanistan","Embassy / High Commission","Embassy"
"Sri Lanka","Canberra","Australia","Embassy / High Commission","High Commission"
"Sri Lanka","Vienna","Austria","Embassy / High Commission","Embassy"
"Sri Lanka","Manama","Bahrain","Embassy / High Commission","Embassy"
"Sri Lanka","Dhaka","Bangladesh","Embassy / High Commission","High Commission"
"Sri Lanka","Brussels","Belgium","Embassy / High Commission","Embassy"
"Sri Lanka","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Sri Lanka","Ottawa","Canada","Embassy / High Commission","High Commission"
"Sri Lanka","Beijing","China","Embassy / High Commission","Embassy"
"Sri Lanka","Havana","Cuba","Embassy / High Commission","Embassy"
"Sri Lanka","Cairo","Egypt","Embassy / High Commission","Embassy"
"Sri Lanka","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Sri Lanka","Paris","France","Embassy / High Commission","Embassy"
"Sri Lanka","Berlin","Germany","Embassy / High Commission","Embassy"
"Sri Lanka","New Delhi","India","Embassy / High Commission","High Commission"
"Sri Lanka","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Sri Lanka","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Sri Lanka","Baghdad","Iraq","Embassy / High Commission","Embassy"
"Sri Lanka","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Sri Lanka","Rome","Italy","Embassy / High Commission","Embassy"
"Sri Lanka","Tokyo","Japan","Embassy / High Commission","Embassy"
"Sri Lanka","Amman","Jordan","Embassy / High Commission","Embassy"
"Sri Lanka","Nairobi","Kenya","Embassy / High Commission","High Commission"
